Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
26592898,10/31/2013 12:12:08 AM,10/31/2013 01:13:45 AM,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,10457,CROTONA PARK NORTH,CROTONA PARK NORTH,CLINTON AVENUE,PROSPECT AVENUE,,,BLOCKFACE,BRONX,,Precinct,Closed,10/31/2013 08:12:08 AM,10/31/2013 01:13:45 AM,06 BRONX,BRONX,1013947,245819,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.841341641554614,-73.89267161957397,"(40.841341641554614, -73.89267161957397)"
26590446,10/31/2013 12:11:58 AM,10/31/2013 01:54:38 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,819 EAST 167 STREET,EAST 167 STREET,UNION AVENUE,PROSPECT AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,10/31/2013 08:11:58 AM,10/31/2013 01:54:38 AM,03 BRONX,BRONX,1011935,240454,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.826622810177874,-73.8999653556452,"(40.826622810177874, -73.8999653556452)"
26595546,10/31/2013 12:09:07 AM,10/31/2013 12:53:12 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10465,4005 EAST TREMONT AVENUE,EAST TREMONT AVENUE,SAMPSON AVENUE,GERBER PLACE,,,ADDRESS,BRONX,,Precinct,Closed,10/31/2013 08:09:07 AM,10/31/2013 12:53:12 AM,10 BRONX,BRONX,1034640,238172,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.820259030934515,-73.81794234356029,"(40.820259030934515, -73.81794234356029)"
26595944,10/31/2013 12:08:47 AM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10036,,,,,WEST   46 STREET,10 AVENUE,INTERSECTION,NEW YORK,,N/A,Open,11/14/2013 12:08:47 AM,,04 MANHATTAN,MANHATTAN,986020,216961,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,Other,,,,,,,,40.76218409774632,-73.99361062023596,"(40.76218409774632, -73.99361062023596)"
26595084,10/31/2013 12:07:45 AM,10/31/2013 01:43:11 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10014,12 CHRISTOPHER STREET,CHRISTOPHER STREET,GREENWICH AVENUE,GAY STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 08:07:45 AM,10/31/2013 01:43:11 AM,02 MANHATTAN,MANHATTAN,984181,206685,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73397924003587,-74.0002489720853,"(40.73397924003587, -74.0002489720853)"
26595553,10/31/2013 12:05:10 AM,10/31/2013 02:43:43 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11225,25 LEFFERTS AVENUE,LEFFERTS AVENUE,WASHINGTON AVENUE,BEDFORD AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/31/2013 08:05:10 AM,10/31/2013 01:29:29 AM,09 BROOKLYN,BROOKLYN,995366,180388,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6617931276793,-73.95993363978067,"(40.6617931276793, -73.95993363978067)"
26594087,10/31/2013 12:04:50 AM,10/31/2013 01:09:38 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10011,258 WEST 15TH STREET,WEST 15TH STREET,,,,,LATLONG,NEW YORK,,Precinct,Closed,10/31/2013 08:04:50 AM,10/31/2013 01:09:38 AM,04 MANHATTAN,MANHATTAN,983789,208891,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74003415280169,-74.00166357336052,"(40.74003415280169, -74.00166357336052)"
26595572,10/31/2013 12:03:27 AM,,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,10003,,,,,EAST   10 STREET,2 AVENUE,INTERSECTION,NEW YORK,,N/A,Open,11/21/2013 12:03:27 AM,,03 MANHATTAN,MANHATTAN,987906,205154,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72977626532991,-73.98680891976119,"(40.72977626532991, -73.98680891976119)"
26590848,10/31/2013 12:02:01 AM,10/31/2013 01:02:28 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,422 WYONA STREET,WYONA STREET,SUTTER AVENUE,BLAKE AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/31/2013 08:02:01 AM,10/31/2013 01:02:28 AM,05 BROOKLYN,BROOKLYN,1014188,182855,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66852085465471,-73.89208096944678,"(40.66852085465471, -73.89208096944678)"
26590413,10/31/2013 12:01:47 AM,10/31/2013 12:39:31 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10002,121 RIVINGTON STREET,RIVINGTON STREET,ESSEX STREET,NORFOLK STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 08:01:47 AM,10/31/2013 12:39:31 AM,03 MANHATTAN,MANHATTAN,987766,201503,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71975521311322,-73.98731595609806,"(40.71975521311322, -73.98731595609806)"
26591287,10/31/2013 12:01:45 AM,10/31/2013 12:02:37 AM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,NYC Street Address,,,,,,,,,,,N/A,Closed,,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
26595001,10/31/2013 12:01:34 AM,10/31/2013 01:32:43 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10034,524 WEST 207TH STREET,WEST 207TH STREET,,,,,LATLONG,NEW YORK,,Precinct,Closed,10/31/2013 08:01:34 AM,10/31/2013 01:32:43 AM,01 MANHATTAN,MANHATTAN,1006481,254514,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86522877164924,-73.91962575276823,"(40.86522877164924, -73.91962575276823)"
26591162,10/31/2013 12:01:00 AM,,DSNY,BCC - Brooklyn South,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11231,135 COLUMBIA STREET,COLUMBIA STREET,KANE STREET,IRVING STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Open,,,06 BROOKLYN,BROOKLYN,983797,189648,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68721671044577,-74.00163340956126,"(40.68721671044577, -74.00163340956126)"
26593459,10/31/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,11233,199 HOWARD AVENUE,HOWARD AVENUE,BAINBRIDGE STREET,CHAUNCEY STREET,,,ADDRESS,BROOKLYN,,N/A,Open,,10/31/2013 12:00:00 AM,03 BROOKLYN,BROOKLYN,1006513,187623,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68163056217252,-73.91973166452124,"(40.68163056217252, -73.91973166452124)"
26592634,10/31/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11233,199 HOWARD AVENUE,HOWARD AVENUE,BAINBRIDGE STREET,CHAUNCEY STREET,,,ADDRESS,BROOKLYN,,N/A,Open,,10/31/2013 12:00:00 AM,03 BROOKLYN,BROOKLYN,1006513,187623,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68163056217252,-73.91973166452124,"(40.68163056217252, -73.91973166452124)"
26591688,10/31/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10453,150 WEST 179 STREET,WEST 179 STREET,ANDREWS AVENUE,LORING PLACE,,,ADDRESS,BRONX,,N/A,Open,,10/31/2013 12:00:00 AM,05 BRONX,BRONX,1008161,250940,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.855414830918306,-73.91356461276855,"(40.855414830918306, -73.91356461276855)"
26590757,10/31/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,ELECTRIC,BELL-BUZZER/INTERCOM,RESIDENTIAL BUILDING,11233,199 HOWARD AVENUE,HOWARD AVENUE,BAINBRIDGE STREET,CHAUNCEY STREET,,,ADDRESS,BROOKLYN,,N/A,Open,,10/31/2013 12:00:00 AM,03 BROOKLYN,BROOKLYN,1006513,187623,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68163056217252,-73.91973166452124,"(40.68163056217252, -73.91973166452124)"
26593638,10/31/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10456,1175 MORRIS AVENUE,MORRIS AVENUE,MC CLELLAN STREET,EAST 167 STREET,,,ADDRESS,BRONX,,N/A,Open,,10/31/2013 12:00:00 AM,04 BRONX,BRONX,1007903,242609,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83254938306124,-73.9145266364985,"(40.83254938306124, -73.9145266364985)"
26594900,10/31/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10469,917 MACE AVENUE,MACE AVENUE,BRONXWOOD AVENUE,RADCLIFF AVENUE,,,ADDRESS,BRONX,,N/A,Open,,10/31/2013 12:00:00 AM,11 BRONX,BRONX,1022722,253760,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.86310343131708,-73.86091223589236,"(40.86310343131708, -73.86091223589236)"
26589709,10/31/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MAIL-BOX,RESIDENTIAL BUILDING,11233,199 HOWARD AVENUE,HOWARD AVENUE,BAINBRIDGE STREET,CHAUNCEY STREET,,,ADDRESS,BROOKLYN,,N/A,Open,,10/31/2013 12:00:00 AM,03 BROOKLYN,BROOKLYN,1006513,187623,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68163056217252,-73.91973166452124,"(40.68163056217252, -73.91973166452124)"
26591211,10/31/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10032,505 WEST 161 STREET,WEST 161 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Open,,10/31/2013 12:00:00 AM,12 MANHATTAN,MANHATTAN,1000659,243705,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83557401610241,-73.94070113438576,"(40.83557401610241, -73.94070113438576)"
26593053,10/31/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,11374,98-10 64 AVENUE,64 AVENUE,98 STREET,99 STREET,,,ADDRESS,Rego Park,,N/A,Open,,10/31/2013 12:00:00 AM,06 QUEENS,QUEENS,1023603,205423,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73042781783843,-73.85801042624362,"(40.73042781783843, -73.85801042624362)"
26592517,10/31/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,LOCKS,RESIDENTIAL BUILDING,10033,604 WEST 178 STREET,WEST 178 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,,10/31/2013 12:00:00 AM,12 MANHATTAN,MANHATTAN,1002107,248039,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.847466768810726,-73.9354568117181,"(40.847466768810726, -73.9354568117181)"
26594607,10/30/2013 11:58:43 PM,,DOT,Department of Transportation,Street Condition,Cave-in,Street,11218,751 EAST 2 STREET,EAST 2 STREET,AVENUE F,18 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,11/09/2013 11:58:43 PM,,14 BROOKLYN,BROOKLYN,990832,169740,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.632571202858244,-73.97628631687098,"(40.632571202858244, -73.97628631687098)"
26593334,10/30/2013 11:57:57 PM,,DCA,Department of Consumer Affairs,Consumer Complaint,Exchange/Refund/Return,,11221,1245 BROADWAY,BROADWAY,GREENE AVENUE,GREENE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,11/03/2013 11:57:57 PM,,04 BROOKLYN,BROOKLYN,1004903,191210,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69147995507028,-73.92552545537605,"(40.69147995507028, -73.92552545537605)"
26596055,10/30/2013 11:57:00 PM,10/31/2013 01:09:39 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11421,80-61 88 ROAD,88 ROAD,80 STREET,85 STREET,,,ADDRESS,WOODHAVEN,,Precinct,Closed,10/31/2013 07:57:00 AM,10/31/2013 01:09:39 AM,09 QUEENS,QUEENS,1023202,190562,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68963972688129,-73.85954324825057,"(40.68963972688129, -73.85954324825057)"
26588468,10/30/2013 11:57:00 PM,10/30/2013 11:57:00 PM,DSNY,BCC - Brooklyn South,Derelict Vehicles,14 Derelict Vehicles,Street,11215,208 9 STREET,9 STREET,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Pending,,10/30/2013 11:57:00 PM,06 BROOKLYN,BROOKLYN,986945,183775,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6710962572017,-73.99028482380945,"(40.6710962572017, -73.99028482380945)"
26595912,10/30/2013 11:55:03 PM,10/31/2013 12:00:05 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10036,251 WEST 48 STREET,WEST 48 STREET,BROADWAY,8 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 07:55:03 AM,10/31/2013 12:00:06 AM,05 MANHATTAN,MANHATTAN,988150,216378,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76058322950115,-73.98592204392392,"(40.76058322950115, -73.98592204392392)"
26582356,10/30/2013 11:55:00 PM,10/30/2013 11:55:00 PM,DSNY,BCC - Brooklyn South,Derelict Vehicles,14 Derelict Vehicles,Street,11215,206 9 STREET,9 STREET,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Pending,,10/30/2013 11:55:00 PM,06 BROOKLYN,BROOKLYN,986931,183784,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67112096443768,-73.99033528867719,"(40.67112096443768, -73.99033528867719)"
26595413,10/30/2013 11:53:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10007,,,,,CHAMBERS STREET,WEST BROADWAY,INTERSECTION,NEW YORK,,N/A,Open,,,01 MANHATTAN,MANHATTAN,981689,199960,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71552037648501,-74.0092382743091,"(40.71552037648501, -74.0092382743091)"
26595414,10/30/2013 11:53:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10019,,,,,WEST 54 STREET,7 AVENUE,INTERSECTION,NEW YORK,,N/A,Open,,,05 MANHATTAN,MANHATTAN,989393,217475,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.763593576666565,-73.98143430748802,"(40.763593576666565, -73.98143430748802)"
26595651,10/30/2013 11:50:51 PM,10/31/2013 12:26:09 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,939 GATES AVENUE,GATES AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/31/2013 07:50:51 AM,10/31/2013 12:26:09 AM,03 BROOKLYN,BROOKLYN,1004124,190228,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.688786375644,-73.92833741848976,"(40.688786375644, -73.92833741848976)"
26591345,10/30/2013 11:50:30 PM,10/31/2013 01:16:52 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11205,563 MYRTLE AVENUE,MYRTLE AVENUE,EMERSON PLACE,CLASSON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/31/2013 07:50:30 AM,10/31/2013 01:16:52 AM,02 BROOKLYN,BROOKLYN,994875,192100,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6939405191218,-73.96168492864186,"(40.6939405191218, -73.96168492864186)"
26590412,10/30/2013 11:49:10 PM,,NYPD,New York City Police Department,Drinking,In Public,Street/Sidewalk,11418,135-16 JAMAICA AVENUE,JAMAICA AVENUE,METROPOLITAN AVENUE,VAN WYCK EXPRESSWAY,,,ADDRESS,RICHMOND HILL,,Precinct,Open,10/31/2013 07:49:10 AM,,09 QUEENS,QUEENS,1034900,195238,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70241501845674,-73.81732645592662,"(40.70241501845674, -73.81732645592662)"
26592294,10/30/2013 11:48:22 PM,,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,11369,89-09 32 AVENUE,32 AVENUE,89 STREET,90 STREET,,,ADDRESS,EAST ELMHURST,,N/A,Open,11/29/2013 11:48:22 PM,,03 QUEENS,QUEENS,1017757,215604,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.758396166697494,-73.87905263237421,"(40.758396166697494, -73.87905263237421)"
26589951,10/30/2013 11:47:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10019,,,,,WEST 53 STREET,BROADWAY,INTERSECTION,NEW YORK,,N/A,Open,,,05 MANHATTAN,MANHATTAN,989010,217392,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76336597756738,-73.98281695619791,"(40.76336597756738, -73.98281695619791)"
26589624,10/30/2013 11:46:51 PM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11249,395 WYTHE AVENUE,WYTHE AVENUE,SOUTH 6 STREET,BROADWAY,,,ADDRESS,BROOKLYN,,Precinct,Assigned,10/31/2013 07:46:51 AM,10/31/2013 12:37:25 AM,01 BROOKLYN,BROOKLYN,993525,198363,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.711132501501076,-73.96654457022544,"(40.711132501501076, -73.96654457022544)"
26591788,10/30/2013 11:45:02 PM,10/31/2013 01:05:42 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10005,55 WALL STREET,WALL STREET,WILLIAM STREET,HANOVER STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 07:45:02 AM,10/31/2013 01:05:43 AM,01 MANHATTAN,MANHATTAN,981709,196561,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70619093472265,-74.00916484564914,"(40.70619093472265, -74.00916484564914)"
26589027,10/30/2013 11:45:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10023,,,,,WEST 76 STREET,BROADWAY,INTERSECTION,NEW YORK,,N/A,Open,,,07 MANHATTAN,MANHATTAN,989494,224090,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7817499622558,-73.9810645461519,"(40.7817499622558, -73.9810645461519)"
26593618,10/30/2013 11:44:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10005,,,,,WALL STREET,WILLIAM STREET,INTERSECTION,NEW YORK,,N/A,Open,,,01 MANHATTAN,MANHATTAN,981615,196630,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70638029595102,-74.00950391062128,"(40.70638029595102, -74.00950391062128)"
26593111,10/30/2013 11:43:08 PM,,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,11418,135-16 JAMAICA AVENUE,JAMAICA AVENUE,METROPOLITAN AVENUE,VAN WYCK EXPRESSWAY,,,ADDRESS,RICHMOND HILL,,Precinct,Open,10/31/2013 07:43:08 AM,,09 QUEENS,QUEENS,1034900,195238,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70241501845674,-73.81732645592662,"(40.70241501845674, -73.81732645592662)"
26595282,10/30/2013 11:42:42 PM,10/31/2013 01:37:56 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10009,538 EAST 11 STREET,EAST 11 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 07:42:42 AM,10/31/2013 01:37:56 AM,03 MANHATTAN,MANHATTAN,989566,204517,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72802701403624,-73.9808200377103,"(40.72802701403624, -73.9808200377103)"
26589255,10/30/2013 11:42:00 PM,10/31/2013 12:25:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,5 AVE,41 ST E,INTERSECTION,,,N/A,Closed,,10/31/2013 12:25:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
26590695,10/30/2013 11:40:52 PM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10027,449 WEST 125 STREET,WEST 125 STREET,BEND,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,Precinct,Assigned,10/31/2013 07:40:52 AM,10/30/2013 11:49:41 PM,09 MANHATTAN,MANHATTAN,996519,235375,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81271725522785,-73.95567750031833,"(40.81271725522785, -73.95567750031833)"
26589623,10/30/2013 11:40:12 PM,,DCA,Department of Consumer Affairs,Consumer Complaint,Exchange/Refund/Return,,11221,1254 BROADWAY,BROADWAY,GREENE AVENUE,LEXINGTON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,11/03/2013 11:40:12 PM,,03 BROOKLYN,BROOKLYN,1004987,191137,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69127939056233,-73.92522277694015,"(40.69127939056233, -73.92522277694015)"
26594594,10/30/2013 11:40:00 PM,10/31/2013 01:27:17 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11211,SOUTH 5 STREET,SOUTH 5 STREET,KEAP STREET,HOOPER STREET,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,10/31/2013 07:40:00 AM,10/31/2013 01:27:17 AM,01 BROOKLYN,BROOKLYN,996902,197225,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7080047771843,-73.95436568778338,"(40.7080047771843, -73.95436568778338)"
